title	text
new island appears off north carolina coast tourists rowing over despite warnings	thereâ€™s always a new place to be discovered on this little blue marble of ours a new island just off the tip of cape point in buxton n.c. has practically
#mediabuzz with howard kurtz premium podcast	
elizabeth warren democrats should run on single-payer	by elliott hamilton the daily wire in an attempt to gain support from the constituents who don't approve of her performance as a united states senator elizabeth warren d-ma visited
how to treat a deviated septum	
foods to relieve migraine headaches	
dana perino on americaâ€™s role in the world baby showers wet socks	audio clip listen to audio clip want each new episode of this podcast as soon as it's out subscribe click here in the latest livin the bream podcast fox news
kyle larsonâ€™s poised for a playoff run	audio clip listen to audio clip the monster energy cup series gets ready for the road course fox's matt napolitano reports the monster energy cup series goes left as well
take two €˜bachelor in paradiseâ€ misconduct allegations €˜roseanneâ€ revival	audio clip listen to audio clip fox's michelle pollino michael tammero's take two podcast features the controversial bachelor in paradise contestants oliver stone being laughed at by stephen colbert audience
sarah huckabee sanders rips cnn media at heated briefing	the feud between the trump white house and cnn reached a fever pitch tuesday during a feisty press briefing where deputy press secretary sarah huckabee sanders slammed €œfake newsâ€ and
fox news radio announces new weekday talk lineup € fox news channel press	the todd starnes show to premiere on wednesday july 5th the tom shillue show to premiere on monday july 10th new york € june 21st 2017 € fox news radio
vivacolombia considering radical standing room seating alternative to lower airfare costs	a colombian airline is considering a novel way of making flying even cheaper € by removing seats and making passengers stand up during their flight itâ€™s not the first time
iâ€™ll tell you whatâ€¦what is necessary is to condemn hatred	audio clip listen to audio clip on a day shattered by political violence.. dana perino former white house press secretary co-host of fox news channel's the five and best-selling author
panetta russia hacked us because of perceived weakness'	former obama defense secretary and cia director leon panetta says perceived €œweaknessâ€ encouraged russian president vladimir putin to direct cyber-attacks against the united states and interfere with the 2016 election
(audio gop drops the ball on repealing obamacare tom sullivan warns single-payer system could be coming €¦	it turns out he senate will not vote on the their healthcare bill this week after all and while many may be quick to accuse the democrats of obstruction tom
foxnews.com opinion cartoons 2017	Â©2017 fox news network llc all rights reserved this material may not be published broadcast rewritten or redistributed all market data delayed 20 minutes.
blob-like creatures invade the pacific coast	they are called unicorns of the sea and they are infesting the pacific coast destroying fishing nets and puzzling scientists the guardian reports the tiny blob-like creatures are infesting some
how a tattoo can get you banned from enjoying a japanese spa	never thought that delicate butterfly tattoo on your back could get you into trouble think again tattoos may have become a big part of mainstream culture but not every culture
look inside the secret bunkers meant to house thousands in the event of a nuclear attack	a new book highlighting top secret locations revealed images of the impressive structure that could serve as the white house in the event of a tragic nuclear strike a bunker
ufo hunters spot weird orb while lost in hills near boston	three ufo hunters snapped a photo of a mysterious object while they were lost in the blue hills near boston last week according to reports ramona difrancesco and her friends
top health concerns faced by men	
espn's former host britt mchenry implies she was laid off over conservative views	fox news former espn host britt mchenry hinted in a since-deleted tweet she was laid off by the network over her conservative politics â€œi mean iâ€™ve been openly conservativeâ€¦look how
bellwether is being christian a crime in michigan?	by john moody fox news a group of iraqi christians facing deportation under president trumpâ€™s tough new border controls has been given a temporary reprieve but could still be sent
watch this hilarious video of antifa leftist self-defense training course	by joe bilello mediaite in the event that businessâ€ windows parked cars and ann coulter eventually start to fight back a group of €œantifaâ€ activists have decided to start training
itâ€™s good to be a kidâ€ and get a scholarship for football by 9-years-old!	audio clip listen to audio clip there has been criticism in recent years that college athletic programs are recruiting kids at too young of an age especially in college football
two democratic congressmen aide under ethics review	"fox nation new mexico's ray lujan is accused of using the gun control sit in to raise money for himself peter doocy has more for special report."""
fbi locates car related to missing university of illinois scholar	the fbi said tuesday it located the car that a missing chinese scholar studying at the university of illinois was last seen getting into earlier this month the fbi said
zeke emanuel senate health care bill kind of like a neutron bomb'	
foxnews.com breaking news	
foxnews.com breaking news	
jason miller on what's next for trump after thank you tour' allergan ceo on drug prices industry changes	watch the latest video at video.foxnews.com this is a rush transcript from sunday morning futures, december 18 2016 this copy may not be in its final form and may be
sarah palin suing the new york times	fox news former alaska governor and vice presidential candidate sarah palin filed a lawsuit against the new york times tuesday over an editorial that tied her to the january 2011
perino and stirewalt	audio clip listen to audio clip a preview of james comey's opening statement sets the tone for what could be a monumental hearing dana perino former white house press secretary
fox news channel re-signs martha maccallum to long-term contract € fox news channel press	fox news channelâ€™s fnc martha maccallum has re-signed a long-term contract with the network announced suzanne scott president of programming for fnc maccallum will remain as anchor of fncâ€™s the
white house reporter goes on tirade against sarah sanders for inflaming everybody'	"watch the latest video at video.foxnews.com watch the latest video at a href=""//video.foxnews.com"">video.foxnews.com</a watch the latest video at amp;lt;a href=""//video.foxnews.com""&amp;gt;video.foxnews.com&amp;lt;/a&amp;gt by eddie scarry washington examiner a reporter went on a"
trump we're getting very close to passing healthcare bill	by alex pappas washington examiner president trump told republican senators at the white house on tuesday that they are close to passing healthcare legislation but they need to come to
obama's team had the chance to kill isis leader al baghdadi and they blew it	by brett velicovich published june 27 2017 fox news editor's note the following column is excerpted from the new book €œdrone warriorâ€ by brett velicovich and christopher s stewart the
congressman kevin brady we want tax reform that helps the middle class	audio clip listen to audio clip chairman of the house ways means committee congressman kevin brady r-tx joined brian kilmeade to discuss the healthcare bill currently on the senate floor
flashback clinton white house said on-camera briefings weren't necessary'	by pete kasperowicz washington examiner just weeks into the new administration the former president bill clinton's administration decided to turn off the cameras for most of george stephanopolous press briefings
philadelphia hospital separates conjoined 10-month-old twins	a team successfully separated 10-month-old conjoined twins during an 11-hour surgery children's hospital of philadelphia said tuesday the hospital said sisters erin and abby delaney of north carolina are recovering
ap explains what is ransomware?	computers around the world were locked up and users files held for ransom in a cyberattack tuesday that paralyzed some hospitals government offices and major multinational corporations continue reading below
huge seal battles octopus in incredible fight to the death	a kayaking guide and a group of tourists witnessed an incredible life-and-death fight between a massive fur seal and a massive octopus in new zealand earlier this week the epic
michigan mother pleads guilty to having sex with teenage boys	a michigan mother pleaded guilty monday to having sex with two teenage boys local media reported brooke lajiness 38 admitted during a pretrial hearing to having intercourse and oral sex
one hong kong two sentiments after 20 years of chinese rule	hong kong is planning a big party as it marks 20 years under chinese rule but many people in the former british colony are not in the mood to celebrate
supreme court travel ban flood of lawsuits expected from ruling	while there probably wonâ€™t be the same level of chaos that ensued after the first travel ban was issued immigration attorneys expect a flood of lawsuits to erupt out of
5 children sickened by chlorine gas in indoor pool florida officials say	five children in florida were sickened monday night after being exposed to chlorine gas during a swimming session at an indoor pool fire officials said paramedics arrived at the calypso
hume white house briefings are tv drama not real info	
barry cadden what to know about the ex-pharmacy exec tied to deadly meningitis outbreak	barry cadden co-founder of the new england compounding center necc) the now-defunct pharmaceutical company linked to a 2012 deadly meningitis outbreak was sentenced to nine years in prison on monday
feathered dinosaur tail fragment trapped in amber amazes scientists	itâ€™s a discovery that's straight out of €œjurassic park.â€ scientists have found a tiny section of a dinosaurâ€™s tail trapped in amber and not only that it has feathers dating
families blame 13 reasons why for 2 teens suicides	the grieving families of two california teens who committed suicide in april just days after watching netflixâ€™s €œ13 reasons whyâ€ said the show acted as a trigger for their daughters
new search will look for amelia earhart's bones	thirteen human bones discovered on a pacific island three years after amelia earhart disappeared were subsequently lost but that leaves 193 bones still to be found as an archaeologist puts
someone paid 15g for some decades-old mold	how much would you pay for a piece of mold if your answer is nothing, it may surprise you to know that someone else's answer was 14,617 a patch of
foxnews.com breaking news	
eating your way toward migraine relief	for the 38 million americans suffering from the effects of debilitating recurring migraines it may come as a surprise that relief could be hiding in the pantry between 30-40 percent
iss crew forced to jettison experimental solar array	
'fox friends surprises a couple with a trip to aruba	
direct flights resume next year between phoenix montreal	arizona travelers heading to and from canada will have a new flight option starting next year air canada will start offering direct flights between phoenix montreal in 2018 the flights
fitness blogger's photos reveal the dangers of exercise addiction	exercising regularly is good for your health but pushing yourself too far can have very real consequences fitness blogger erin of queen city sweat is all too familiar with the
stolen american flag in california quickly replaced by veterans of foreign wars	a patriotic neighborhood in california was taken by surprise when a family heirloom was stolen off a flagpole devan mcinerney walked outside at her home in folsom around 1 a.m
house ethics committee looking into 2 dem congressmen aide	
foxnews.com breaking news	
mars makes closest approach to earth in 11 years on may 30	last sunday morning mars reached opposition with the sun meaning the red planet earth and the sun were all arrayed in a straight line but the moment did not mark
jesse watters does obama owe america an explanation about his silence on russia?	this material may not be published broadcast rewritten or redistributed ©2017 fox news network llc all rights reserved all market data delayed 20 minutes new privacy ad choices new terms
southwest flight diverted after woman attempts to open door	authorities say a southwest airlines flight from los angeles to houston was diverted after a passenger became disruptive and attempted to open an exterior door while the plane was in
huge petya ransomware attack hits europe sparks mass disruption	a new ransomware attack has hit organizations across europe sparking mass disruption particularly in ukraine company and government officials reported serious intrusions at the ukrainian power grid banks and government
how would gop health care bill impact the opioid crisis?	
obama under fire for slow response to russian meddling	
the very real consequences of fake news'	
bill cosby says propaganda about sexual assault tour is false'	bill cosby insisted reports he's planning a tour to discuss sexual assault allegations aren't exactly accurate â€œthe current propaganda that i am going to conduct a sexual assault tour is
cub scout saves choking mom one month after dad's tragic death	an 8-year-old boy is off the hook for motherâ€™s day this year after he saved his momâ€™s life just one month after his father died in a tragic car accident
madoff sons estates forfeit 23 million	more than 23 million in assets has been recovered from the estates of bernie madoffâ€™s deceased sons officials said tuesday madoff's sons mark and andrew as well as markâ€™s widow
u.s retail mall vacancies edge up in second quarter	u.s retail mall vacancies increased in the second quarter and rents were slightly higher real estate research firm reis inc said in a report continue reading below the national retail
science photos	Â©2017 fox news network llc all rights reserved this material may not be published broadcast rewritten or redistributed all market data delayed 20 minutes.
scott brown make no mistake we're at war	watch the latest video at video.foxnews.com this is a rush transcript from your world, december 19 2016 this copy may not be in its final form and may be updated
charles murray protests are a repudiation of what the university is all about'	
'activity seen at syrian base where chemical attack originated defense officials say	the pentagon is seeing new activity associated with chemical weapons at a syrian aircraft hangar where a previous chemical attack on civilians is believed to have originated multiple defense officials
wave of recent terror attacks raises new concerns	watch the latest video at video.foxnews.com this is a rush transcript from special report with bret baier, december 19 2016 this copy may not be in its final form and
'bachelor in paradise's demario jackson breaks silence corinne was the aggressor'	demario jackson is breaking his silence on what he says really happened while filming bachelor in paradise. jackson told e news monday evening in the first of a two-part interview
fox news channel announces plans for state of the art newsroom € fox news channel press	network to increase newsgathering footprint across all platforms new york € may 17 2017â€ fox news channel fnc announced today that it will unveil a new cutting-edge centralized newsroom in
the latest pennsylvania health company restoring network	the latest on a widespread cyberattack that is affecting companies and government systems all times edt) continue reading below 6:20 p.m a pennsylvania health care system says it is taking
a leading voice for conservative women in america	audio clip listen to audio clip want each new episode of this podcast as soon as it's out subscribe click here in this latest livin the bream podcast fox news
mark levin to trump thank you for taking on the media	this material may not be published broadcast rewritten or redistributed ©2017 fox news network llc all rights reserved all market data delayed 20 minutes new privacy ad choices new terms
featured	
tom shillue €œthe old-fashioned childhood is about limits boundariesâ€	audio clip listen to audio clip tom shillue is a man of many hats shillue can be heard on fox news talk seen on fox news singing with the the
fox news channelâ€™s the next revolution with steve hilton to debut on sunday june 4th € fox news channel press	debut episode to feature silicon valley employees staying quiet on political views for fear of backlash fox news channel fnc will debut the next revolution with steve hilton tnr on
nyc subway derailment injures at least 34	at least 34 people are hurt after two subway cars of a train derailed tuesday in new york city officials reported very difficult operating below ground thankfully we have resources
former trump campaign chairman registers as foreign agent	president trump's former campaign chairman paul manafort registered tuesday with the justice department as a foreign agent for political consulting work he did for a ukrainian political party acknowledging that
brutal attack on tourists caught on tape suspects sought	
russia pushes back against trump's warning to syria	
how about the russia investigation focus on russia there's a thought	another washington post blockbuster story broke on june 23 providing insight on russia and its activities in the u.s from obama administration insiders this latest €œbombshellâ€ provides two obvious conclusions
marlins rally in 7th to take series opener from mets	miami ap robert gsellman limped into the dugout took off his batting helmet and slammed it into a trash can showing where this season seems headed for the injury-riddled new
photographer captures eerie remains of the costa concordia	kielkowski's first attempt to swim to the ship to capture images was thwarted by the coast guard his second attempt was successful these haunting images compiled in his new book
fox news channel continues its reign as the most-watched cable news network for 62 consecutive quarters € fox news channel press	fnc is up double-digits in both primetime and total day viewership vs 2qâ€™16 fnc leads all of basic cable in primetime and total day for four consecutive quarters continuing its
6 historic reenactments every american should see	do you really know what happened at gettysburg or the battle of new orleans the best way to find out is to re-live it today there are dozens of dedicated
sen barrasso the pain of obamacare is getting worse	
strangers buy new car for texas man walking to work	a young man's days of walking to work are over thanks to the help of generous strangers rockwall resident andy mitchell started raising money to buy 20-year-old justin korva a
foxnews.com breaking news	
fox news channel signs democratic strategist jessica tarlov to contributor role € fox news channel press	fox news channel fnc has signed democratic strategist and senior director of research at bustle digital group jessica tarlov as a contributor in this role effective immediately she will offer
fears health care delay could impact tax reform timeline	
taylor swift returns with natural curly hair to congratulate nba mvp russell westbrook	taylor swift has resurfaced sporting a different look that appears to be a return to her roots the pop superstar has mostly stayed off of social media for months but
murray middlebury was repudiation of university spirit	
foxnews.com breaking news	
brrr how much can temperatures drop during a total solar eclipse?	during the total solar eclipse on aug 21 2017 the moon will completely cover the disk of the sun from oregon to south carolina during this period of totality, eclipse
starnes gop is about to stick it to us again america	by todd starnes/twitter six years america republicans have been promising the american people for six years they would repeal obamacare but all they've given us was one excuse after another
(audio fox newsâ€ shannon bream on why scotus €œtravel banâ€ decision is good news for president trump well for nowâ€¦at least)	earlier today the supreme court decided to reinstate key parts of president trump's proposed ban on travel from six majority-muslim nations on monday's show fox news channel chief legal correspondent
leading economic indicators index rises for fifth consecutive month	a basket of economic indicators rose in may for the fifth consecutive month continue reading below the conference board's leading economic index rose 0.3 to 127 last month economists surveyed
supermoon lunar eclipse in pictures	supermoon lunar eclipse in pictures stargazers around the world received a treat on sunday thanks to the rare celestial phenomenon of a blood-red €˜supermoonâ€ eclipse a supermoon occurs when a
woman stuck on plane to california rather than paris	united airlines has apologized to a french woman after she wound up on a plane to san francisco instead of paris from a new jersey airport wabc-tv reports http://7ny.tv/2px53gh lucie
trump's breakthrough for veterans	one of president trumpâ€™s most important promises throughout the campaign was to ensure that american veterans receive the respect and care they deserve just months into his presidency this is
assault on the mariana islands	audio clip listen to audio clip say d-day and most people will think of the normandy invasion in june of 1944 but many remarkable amphibious landings played out during world
german airlines to scrap requirement for 2 people in cockpit	germany's aviation association says the country's airlines have decide to scrap rules requiring two people in the cockpit at the same time implemented after a germanwings pilot is believed to
jeep wrangler tops cars.com american-made index	the iconic jeep wrangler is the most-american car you can spend your money on according to a new survey conducted by cars.com the online marketplaceâ€™s annual american-made index looks at
man plucked from raging california river in dramatic video	a nevada man is safe after helicopter rescuers plucked him from a rock surrounded by swift-moving water above a nearly 50-foot waterfall in california california highway patrol officer david white
us cites preparations for chemical weapons attack in syria	the trump administration said tuesday it has detected active preparations by syria for a chemical attack and threatened to retaliate € warning of action that could plunge america deeper into
lou dobbs health care bill troubles show ryan's mcconnell's failure of leadership'	
ed henry goes one-on-one with gary cohn	
the latest geologists lower threat level for alaska volcano	the latest on the eruption of an alaska volcano all times local) 4 p.m the alaska volcano observatory says seismic activity at an aleutians island volcano has diminished bogoslof boh-gohs-lawf
'mud dragon dinosaur unearthed in china	a new species of birdâ€“like dinosaur was recently discovered at a construction site in southern china dubbed tongtianlong limosus the winged creature had died after becoming mired in mud about
house ethics committee launches probe of 3 democrats	the house ethics committee said monday it is conducting a preliminary probe of two democratic congressmen and a top democratic house aide rep john conyers d-mich. the dean of the
apple announces new products at worldwide developers conference	Â©2017 fox news network llc all rights reserved this material may not be published broadcast rewritten or redistributed all market data delayed 20 minutes.
foxnews.com breaking news	
ice arrests iraqi christians in michigan	
fireworks threaten baby eagle in connecticut town	americans may have to celebrate july 4 without fireworks in one connecticut town so they can protect the national emblem of the united states a couple of bald eagles returned
cruise ship crash causes more than 18m in damage to pristine indonesian reef experts say	the damage caused by a british-owned cruise ship that accidentally ran aground on a pristine indonesian coral reef could total more than 18 million according to academics and environmental groups
senator rand paul senate leadership does not have the will to repeal all of obamacareâ€™s costly regulations	audio clip listen to audio clip senator rand paul r-ky joined brian kilmeade to explain why he cannot vote for the senate's current version of healthcare reform paul said one
